avg:,,,,,,,,
200.0,199.947,183.899,200.0,193.578,192.94,194.194,193.505,193.933
max:,,,,,,,,
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
min:,,,,,,,,
200.0,168.0,17.0,200.0,15.0,68.0,77.0,69.0,63.0
DQN,Vanilla_DT_Entropy_5,Vanilla_DT_Entropy_10,Vanilla_Gini_5,Vanilla_Gini_10,EE_Force,EE_KD,EE_Ball,EE_Brute
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,199.0,200.0,200.0,200.0,175.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,134.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,184.0,200.0,133.0
200.0,200.0,31.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,165.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,186.0,200.0,200.0,200.0,175.0,137.0,200.0,200.0
200.0,200.0,96.0,200.0,200.0,200.0,200.0,162.0,200.0
200.0,200.0,200.0,200.0,186.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,187.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,126.0,200.0,200.0
200.0,200.0,200.0,200.0,113.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,18.0,200.0,200.0,200.0,145.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,179.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,194.0,195.0
200.0,200.0,200.0,200.0,200.0,200.0,156.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,178.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,188.0,182.0,200.0,200.0,200.0
200.0,200.0,129.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,129.0,200.0,163.0,200.0
200.0,200.0,26.0,200.0,200.0,196.0,200.0,200.0,159.0
200.0,200.0,193.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,132.0,200.0,200.0,200.0,200.0
200.0,200.0,192.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,52.0,200.0,192.0,200.0,195.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,136.0,200.0,200.0,200.0,200.0,200.0,195.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,163.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,109.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,143.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,153.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,198.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,113.0,200.0,200.0,167.0,200.0,200.0,200.0
200.0,200.0,54.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,118.0,200.0,200.0,118.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,139.0,200.0,200.0
200.0,200.0,110.0,200.0,158.0,200.0,200.0,200.0,200.0
200.0,200.0,60.0,200.0,200.0,200.0,200.0,144.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,169.0,200.0,200.0
200.0,200.0,200.0,200.0,138.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,154.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,195.0,200.0,165.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200.0,200.0,200.0,200.0,192.0,200.0,139.0,200.0,200.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
